PV dadobruto dadofapk Escrita ModoOperacao ValorDesejado CicloInicio CicloFim
1581291257 40000 40000 32780 0 40500 9082689764592 9082689767792
4132458584 40000 40000 65535 0 40500 9083189758633 9083189761833
1778301837 40000 40000 32780 0 40500 9083689762273 9083689765472
2195706081 40000 40000 65535 0 40500 9084189757913 9084189761113
2818883073 40000 40000 32780 0 40500 9084689764752 9084689767952
260108204 40000 40000 65535 0 40500 9085189765192 9085189768392
664827973 40000 40000 32780 0 40500 9085689764033 9085689768832
3783281079 40000 40000 65535 0 40500 9086189759673 9086189762873
1305733970 40000 40000 32780 0 40500 9086689764912 9086689768112
3216941472 40000 40000 65535 0 39500 9087189758953 9087189762153
2175295595 40000 40000 32780 0 39500 9087689762593 9087689767392
2427454193 40000 40000 65535 0 39500 9088189758233 9088189759833
336227438 40000 40000 32780 0 39500 9088689761873 9088689765072
3663742744 40000 40000 65535 0 39500 9089189757513 9089189760713
3543113282 40000 40000 32780 0 39500 9089689762753 9089689767552
2993072655 40000 40000 65535 0 39500 9090189758393 9090189759993
2803390972 40000 40000 32780 0 39500 9090689765232 9090689768432
3106871400 40000 40000 65535 0 39500 9091189757673 9091189760873
2729034916 40000 40000 32780 0 39500 9091689764512 9091689767712
457528765 40000 40000 65535 0 39500 9092189756953 9092189758553
4005807198 40000 40000 32780 0 39500 9092689762193 9092689766992
745594828 40000 40000 65535 0 39500 9093189757833 9093189759433
4137417338 40000 40000 32780 0 39500 9093689761473 9093689764672
110329843 40000 40000 65535 0 39500 9094189758713 9094189761913
1307240060 40000 40000 32780 0 39500 9094689763953 9094689767152
4138988372 40000 40000 65535 0 39500 9095189757993 9095189761193
161830845 40000 40000 32780 0 39500 9095689761633 9095689766432
3756733125 40000 40000 65535 0 39500 9096189763673 9096189768472
3807886084 40000 40000 32780 0 39500 9096689764113 9096689767312
3505871540 40000 40000 65535 0 39500 9097189769352 9097189777352
